Matrícula;Data;Entrada Manhã;Saída Almoço;Entrada Tarde;Saída Expediente;Total Diário
1094;09/07/2019;08:03:07;12:50:19;13:23:19;17:01:35;08:25:28
1095;09/07/2019;08:41:32;12:50:46;13:04:20;17:54:47;08:59:41
1096;09/07/2019;08:54:43;12:58:12;13:44:40;17:37:34;07:56:23
1097;09/07/2019;08:43:20;12:58:44;13:13:03;17:40:04;08:42:25
1098;09/07/2019;08:25:11;12:44:00;13:19:54;17:04:05;08:03:00
1099;09/07/2019;08:15:33;12:23:42;13:19:28;17:43:13;08:31:54
1000;10/07/2019;08:36:56;12:32:54;13:16:45;17:09:51;07:49:04
1001;10/07/2019;08:53:37;12:33:57;13:43:04;17:45:13;07:42:29
1002;10/07/2019;08:38:38;12:25:48;13:46:50;17:15:22;07:15:42
1003;10/07/2019;08:29:19;12:26:05;13:00:29;17:55:06;08:51:23
1004;10/07/2019;08:23:34;12:44:58;13:11:22;17:14:15;08:24:17
1005;10/07/2019;08:20:11;12:03:50;13:46:18;17:54:39;07:52:00
1006;10/07/2019;08:24:27;12:09:18;13:27:00;17:49:42;08:07:33
1007;10/07/2019;08:10:08;12:28:41;13:10:47;17:20:25;08:28:11
1008;10/07/2019;08:22:50;12:59:10;13:56:31;17:43:22;08:23:11
1009;10/07/2019;08:57:27;12:47:55;13:22:24;17:37:32;08:05:36
1010;10/07/2019;08:28:14;12:45:26;13:36:57;17:18:14;07:58:29
1011;10/07/2019;08:14:15;12:51:49;13:26:12;17:34:42;08:46:04
1012;10/07/2019;08:04:32;12:41:58;13:26:26;17:20:42;08:31:42
1013;10/07/2019;08:16:25;12:41:17;13:43:49;17:43:02;08:24:05
1014;10/07/2019;08:18:28;12:27:45;13:55:56;17:56:19;08:09:40
1015;10/07/2019;08:29:38;12:52:13;13:59:01;17:53:48;08:17:22
1016;10/07/2019;08:22:45;12:33:24;13:46:55;17:33:30;07:57:14
1017;10/07/2019;08:51:02;12:57:44;13:46:20;17:22:29;07:42:51
1018;10/07/2019;08:20:42;12:28:23;13:57:19;17:56:12;08:06:34
1019;10/07/2019;08:01:12;12:50:06;13:57:25;17:56:11;08:47:40
1020;10/07/2019;08:20:26;12:42:56;13:36:21;17:28:55;08:15:04
1021;10/07/2019;08:44:28;12:20:21;13:59:46;17:49:58;07:26:05
1022;10/07/2019;08:12:20;12:40:26;13:59:06;17:11:13;07:40:13
1023;10/07/2019;08:08:56;12:26:15;13:09:05;17:57:07;09:05:21
1024;10/07/2019;08:06:14;12:55:36;13:30:54;17:51:39;09:10:07
1025;10/07/2019;08:35:02;12:40:13;13:11:04;17:37:58;08:32:05
1026;10/07/2019;08:56:23;12:54:48;13:14:35;17:48:31;08:32:21
1027;10/07/2019;08:39:01;12:23:14;13:13:35;17:40:34;08:11:12
1028;10/07/2019;08:50:01;12:33:50;13:34:30;17:54:38;08:03:57
1029;10/07/2019;08:38:52;12:32:54;13:18:38;17:28:40;08:04:04
1030;10/07/2019;08:18:11;12:50:38;13:44:59;17:58:28;08:45:56
1031;10/07/2019;08:49:37;12:46:21;13:44:28;17:19:08;07:31:24
1032;10/07/2019;08:13:08;12:03:38;13:28:33;17:04:13;07:26:10
1033;10/07/2019;08:43:35;12:18:27;13:19:28;17:00:09;07:15:33
1034;10/07/2019;08:27:17;12:44:39;13:34:25;17:35:21;08:18:18
1035;10/07/2019;08:33:55;12:27:51;13:30:26;17:12:08;07:35:38
1036;10/07/2019;08:26:06;12:26:58;13:35:14;17:25:02;07:50:40
1037;10/07/2019;08:00:20;12:02:13;13:03:38;17:35:14;08:33:29
1038;10/07/2019;08:11:14;12:37:39;13:14:35;17:13:01;08:24:51
1039;10/07/2019;08:12:50;12:29:06;13:10:26;17:14:52;08:20:42
1040;10/07/2019;08:05:02;12:05:40;13:14:37;17:38:58;08:24:59
1041;10/07/2019;08:13:21;12:36:34;13:33:48;17:51:57;08:41:22
1042;10/07/2019;08:13:37;12:53:41;13:57:33;17:53:03;08:35:34
1043;10/07/2019;08:53:26;12:09:37;13:33:12;17:16:49;06:59:48
1044;10/07/2019;08:49:55;12:46:02;13:13:17;17:03:54;07:46:44
1045;10/07/2019;08:36:54;12:47:16;13:01:49;17:27:50;08:36:23
1046;10/07/2019;08:50:37;12:11:22;13:24:29;17:26:12;07:22:28
1047;10/07/2019;08:40:01;12:52:13;13:24:49;17:25:38;08:13:01
1048;10/07/2019;08:45:52;12:53:44;13:35:39;17:25:16;07:57:29
1049;10/07/2019;08:25:01;12:55:12;13:28:30;17:37:46;08:39:27
1050;10/07/2019;08:40:28;12:41:10;13:06:25;17:24:47;08:19:04
1051;10/07/2019;08:34:36;12:45:42;13:56:33;17:28:38;07:43:11
1052;10/07/2019;08:38:13;12:56:30;13:45:31;17:00:23;07:33:09
1053;10/07/2019;08:40:02;12:43:09;13:20:23;17:47:45;08:30:29
1054;10/07/2019;08:41:25;12:58:49;13:33:33;17:34:48;08:18:39
1055;10/07/2019;08:54:30;12:54:03;13:26:04;17:00:35;07:34:04
1056;10/07/2019;08:35:15;12:49:37;13:23:40;17:53:31;08:44:13
1057;10/07/2019;08:18:18;12:38:08;13:52:14;17:19:54;07:47:30
1058;10/07/2019;08:19:40;12:57:09;13:30:15;17:33:15;08:40:29
1059;10/07/2019;08:20:40;12:45:04;13:43:04;17:37:20;08:18:40
1060;10/07/2019;08:49:27;12:13:14;13:22:38;17:46:43;07:47:52
1061;10/07/2019;08:30:15;12:40:11;13:46:03;17:07:57;07:31:50
1062;10/07/2019;08:05:10;12:21:45;13:55:49;17:26:32;07:47:18
1063;10/07/2019;08:03:05;12:06:37;13:15:11;17:09:58;07:58:19
1064;10/07/2019;08:02:20;12:49:46;13:04:47;17:46:18;09:28:57
1065;10/07/2019;08:12:03;12:58:37;13:15:25;17:32:06;09:03:15
1066;10/07/2019;08:06:32;12:19:01;13:37:07;17:35:18;08:10:40
1067;10/07/2019;08:19:53;12:32:37;13:49:13;17:53:29;08:17:00
1068;10/07/2019;08:28:06;12:46:41;13:15:40;17:06:16;08:09:11
1069;10/07/2019;08:57:36;12:30:26;13:35:38;17:14:37;07:11:49
1070;10/07/2019;08:10:20;12:45:38;13:27:41;17:15:56;08:23:33
1071;10/07/2019;08:26:46;12:08:38;13:04:10;17:13:25;07:51:07
1072;10/07/2019;08:17:56;12:08:06;13:06:12;17:17:57;08:01:55
1073;10/07/2019;08:36:40;12:55:00;13:26:25;17:40:36;08:32:31
1074;10/07/2019;08:25:06;12:14:59;13:09:28;17:23:17;08:03:42
1075;10/07/2019;08:13:18;12:55:45;13:05:47;17:28:25;09:05:05
1076;10/07/2019;08:49:29;12:25:58;13:06:19;17:27:32;07:57:42
1077;10/07/2019;08:10:52;12:50:35;13:32:46;17:17:51;08:24:48
1078;10/07/2019;08:09:08;12:46:31;13:28:57;17:43:25;08:51:51
1079;10/07/2019;08:43:41;12:09:24;13:34:05;17:43:31;07:35:09
1080;10/07/2019;08:31:57;12:57:34;13:05:53;17:27:32;08:47:16
1081;10/07/2019;08:41:48;12:54:17;13:57:52;17:53:04;08:07:41
1082;10/07/2019;08:01:08;12:24:28;13:01:49;17:08:27;08:29:58
1083;10/07/2019;08:53:14;12:15:31;13:04:15;17:02:15;07:20:17
1084;10/07/2019;08:13:40;12:58:01;13:04:29;17:24:26;09:04:18
1085;10/07/2019;08:36:14;12:22:13;13:09:41;17:33:36;08:09:54
1086;10/07/2019;08:41:15;12:08:42;13:53:24;17:36:59;07:11:02
1087;10/07/2019;08:20:28;12:48:19;13:50:39;17:23:37;08:00:49
1088;10/07/2019;08:22:38;12:37:58;13:36:33;17:00:56;07:39:43
1089;10/07/2019;08:38:21;12:13:40;13:35:01;17:23:26;07:23:44
1090;10/07/2019;08:33:20;12:49:59;13:12:56;17:09:40;08:13:23
1091;10/07/2019;08:46:28;12:45:34;13:53:16;17:52:57;07:58:47
1092;10/07/2019;08:32:39;12:43:17;13:23:56;17:44:20;08:31:02
1093;10/07/2019;08:39:15;12:29:44;13:49:19;17:09:17;07:10:27
1094;10/07/2019;08:36:04;12:19:18;13:05:30;17:28:30;08:06:14
1095;10/07/2019;08:53:44;12:32:25;13:20:45;17:06:11;07:24:07
1096;10/07/2019;08:21:32;12:24:59;13:37:51;17:13:52;07:39:28
1097;10/07/2019;08:25:58;12:33:51;13:07:43;17:33:17;08:33:27
1098;10/07/2019;08:21:18;12:44:15;13:58:48;17:31:51;07:56:00
1099;10/07/2019;08:45:14;12:25:57;13:43:40;17:33:44;07:30:47
1000;11/07/2019;08:36:19;12:04:00;13:07:45;17:59:17;08:19:13
1001;11/07/2019;08:01:40;12:54:58;13:19:26;17:19:28;08:53:20
1002;11/07/2019;08:22:32;12:14:25;13:35:04;17:47:22;08:04:11
1003;11/07/2019;08:06:08;12:49:01;13:19:35;17:57:45;09:21:03
1004;11/07/2019;08:24:16;12:05:16;13:26:47;17:16:27;07:30:40
1005;11/07/2019;08:26:39;12:14:04;13:24:40;17:18:51;07:41:36
1006;11/07/2019;08:06:40;12:34:10;13:24:28;17:27:56;08:30:58
1007;11/07/2019;08:04:44;12:48:47;13:35:31;17:41:25;08:49:57
1008;11/07/2019;08:35:42;12:14:53;13:55:11;17:24:03;07:08:03
1009;11/07/2019;08:39:40;12:52:57;13:17:32;17:13:20;08:09:05
1010;11/07/2019;08:13:18;12:20:33;13:49:18;17:06:46;07:24:43
1011;11/07/2019;08:36:23;12:32:03;13:08:00;17:52:40;08:40:20
1012;11/07/2019;08:42:48;12:13:30;13:04:37;17:31:03;07:57:08
1013;11/07/2019;08:53:25;12:05:06;13:06:38;17:57:24;08:02:27
1014;11/07/2019;08:33:19;12:30:25;13:30:45;17:16:18;07:42:39
1015;11/07/2019;08:35:56;12:03:55;13:51:59;17:58:38;07:34:38
1016;11/07/2019;08:52:34;12:29:22;13:12:59;17:59:46;08:23:35
1017;11/07/2019;08:33:50;12:00:36;13:29:58;17:09:27;07:06:15
1018;11/07/2019;08:37:33;12:23:10;13:38:23;17:27:23;07:34:37
1019;11/07/2019;08:59:11;12:31:58;13:14:51;17:03:25;07:21:21
1020;11/07/2019;08:39:46;12:06:04;13:26:11;17:20:05;07:20:12
1021;11/07/2019;08:00:56;12:15:38;13:09:02;17:31:15;08:36:55
1022;11/07/2019;08:15:12;12:46:05;13:37:50;17:57:44;08:50:47
1023;11/07/2019;08:52:19;12:00:10;13:14:28;17:33:12;07:26:35
1024;11/07/2019;08:28:06;12:06:33;13:54:54;17:22:25;07:05:58
1025;11/07/2019;08:42:49;12:09:05;13:28:08;17:46:21;07:44:29
1026;11/07/2019;08:49:35;12:03:22;13:01:10;17:26:52;07:39:29
1027;11/07/2019;08:23:54;12:44:46;13:03:22;17:20:22;08:37:52
1028;11/07/2019;08:57:29;12:26:43;13:31:54;17:24:02;07:21:22
1029;11/07/2019;08:58:34;12:49:48;13:10:32;17:05:15;07:45:57
1030;11/07/2019;08:48:28;12:06:57;13:11:50;17:39:59;07:46:38
1031;11/07/2019;08:07:16;12:24:18;13:00:27;17:28:43;08:45:18
1032;11/07/2019;08:43:27;12:47:04;13:12:39;17:51:06;08:42:04
1033;11/07/2019;08:56:45;12:09:56;13:07:13;17:36:28;07:42:26
1034;11/07/2019;08:56:36;12:33:16;13:41:14;17:50:45;07:46:11
1035;11/07/2019;08:32:32;12:54:17;13:09:54;17:28:12;08:40:03
1036;11/07/2019;08:26:29;12:53:54;13:20:36;17:04:41;08:11:30
1037;11/07/2019;08:06:22;12:33:19;13:33:39;17:00:18;07:53:36
1038;11/07/2019;08:04:35;12:03:22;13:01:07;17:27:35;08:25:15
1039;11/07/2019;08:44:26;12:30:58;13:55:44;17:45:47;07:36:35
1040;11/07/2019;08:56:16;12:00:24;13:19:45;17:57:24;07:41:47
1041;11/07/2019;08:57:29;12:36:55;13:07:32;17:54:59;08:26:53
1042;11/07/2019;08:44:01;12:28:26;13:52:10;17:39:25;07:31:40
1043;11/07/2019;08:21:11;12:37:53;13:58:45;17:28:05;07:46:02
1044;11/07/2019;08:53:26;12:14:07;13:54:42;17:25:08;06:51:07
1045;11/07/2019;08:02:48;12:17:50;13:50:29;17:22:28;07:47:01
1046;11/07/2019;08:03:50;12:41:47;13:18:16;17:44:41;09:04:22
1047;11/07/2019;08:35:23;12:15:34;13:00:08;17:28:01;08:08:04
1048;11/07/2019;08:08:55;12:18:47;13:17:17;17:33:16;08:25:51
1049;11/07/2019;08:20:38;12:00:51;13:43:12;17:15:05;07:12:06
1050;11/07/2019;08:22:35;12:06:16;13:41:02;17:23:08;07:25:47
1051;11/07/2019;08:30:47;12:51:08;13:28:01;17:30:43;08:23:03
1052;11/07/2019;08:39:07;12:44:19;13:33:26;17:19:33;07:51:19
1053;11/07/2019;08:29:59;12:03:32;13:18:15;17:39:05;07:54:23
1054;11/07/2019;08:06:19;12:03:31;13:34:50;17:23:17;07:45:39
1055;11/07/2019;08:22:47;12:45:39;13:01:31;17:21:47;08:43:08
1056;11/07/2019;08:45:23;12:16:03;13:42:20;17:43:20;07:31:40
1057;11/07/2019;08:47:45;12:15:14;13:48:59;17:53:30;07:32:00
1058;11/07/2019;08:02:43;12:54:50;13:06:47;17:24:52;09:10:12
1059;11/07/2019;08:21:41;12:07:16;13:45:01;17:03:48;07:04:22
1060;11/07/2019;08:09:50;12:07:28;13:04:40;17:23:34;08:16:32
1061;11/07/2019;08:13:26;12:44:43;13:31:35;17:05:39;08:05:21
1062;11/07/2019;08:59:07;12:52:35;13:02:16;17:06:55;07:58:07
1063;11/07/2019;08:01:14;12:51:29;13:04:22;17:33:10;09:19:03
1064;11/07/2019;08:51:01;12:34:27;13:03:43;17:17:13;07:56:56
1065;11/07/2019;08:08:04;12:26:41;13:51:06;17:11:37;07:39:08
1066;11/07/2019;08:37:44;12:41:58;13:32:57;17:51:42;08:22:59
1067;11/07/2019;08:23:05;12:24:54;13:08:02;17:37:01;08:30:48
1068;11/07/2019;08:04:19;12:02:35;13:46:52;17:13:15;07:24:39
1069;11/07/2019;08:53:36;12:08:14;13:37:05;17:00:28;06:38:01
1070;11/07/2019;08:07:05;12:07:42;13:05:13;17:04:40;08:00:04
1071;11/07/2019;08:43:46;12:12:27;13:10:02;17:32:44;07:51:23
1072;11/07/2019;08:38:35;12:30:45;13:39:40;17:42:43;07:55:13
1073;11/07/2019;08:26:54;12:04:47;13:07:36;17:59:30;08:29:47
1074;11/07/2019;08:57:59;12:30:26;13:17:28;17:17:57;07:32:56
1075;11/07/2019;08:53:55;12:10:27;13:45:44;17:31:09;07:01:57
1076;11/07/2019;08:17:03;12:45:00;13:35:05;17:29:49;08:22:41
1077;11/07/2019;08:21:49;12:54:07;13:45:43;17:46:01;08:32:36
1078;11/07/2019;08:43:54;12:37:55;13:48:16;17:30:43;07:36:28
1079;11/07/2019;08:55:53;12:21:08;13:32:24;17:00:45;06:53:36
1080;11/07/2019;08:15:06;12:55:33;13:14:23;17:10:23;08:36:27
1081;11/07/2019;08:48:43;12:43:51;13:11:12;17:29:51;08:13:47
1082;11/07/2019;08:35:41;12:56:03;13:50:01;17:26:05;07:56:26
1083;11/07/2019;08:10:43;12:52:06;13:17:11;17:13:21;08:37:33
1084;11/07/2019;08:01:13;12:56:38;13:28:46;17:28:17;08:54:56
1085;11/07/2019;08:04:11;12:34:40;13:58:16;17:33:26;08:05:39
1086;11/07/2019;08:12:02;12:09:21;13:53:35;17:01:17;07:05:01
1087;11/07/2019;08:39:26;12:18:10;13:43:34;17:31:03;07:26:13
1088;11/07/2019;08:49:11;12:35:42;13:13:53;17:12:17;07:44:55
1089;11/07/2019;08:09:34;12:40:50;13:40:56;17:17:33;08:07:53
1090;11/07/2019;08:20:35;12:36:47;13:02:28;17:14:11;08:27:55
1091;11/07/2019;08:43:17;12:52:49;13:06:31;17:15:01;08:18:02
1092;11/07/2019;08:23:31;12:04:51;13:28:23;17:48:02;08:00:59
1093;11/07/2019;08:29:30;12:39:23;13:30:17;17:19:54;07:59:30
1094;11/07/2019;08:44:31;12:04:21;13:47:40;17:40:58;07:13:08
1095;11/07/2019;08:14:00;12:21:56;13:50:02;17:04:11;07:22:05
1096;11/07/2019;08:45:34;12:51:16;13:28:15;17:44:38;08:22:05
1097;11/07/2019;08:11:30;12:33:37;13:04:13;17:26:14;08:44:08
1098;11/07/2019;08:22:36;12:07:03;13:32:42;17:30:10;07:41:55
1099;11/07/2019;08:56:06;12:22:48;13:52:35;17:14:22;06:48:29
1000;12/07/2019;08:09:38;12:20:13;13:14:44;17:39:34;08:35:25
1001;12/07/2019;08:22:15;12:34:54;13:49:18;17:51:17;08:14:38
1002;12/07/2019;08:52:17;12:25:03;13:58:38;17:57:41;07:31:49
1003;12/07/2019;08:05:51;12:20:29;13:11:51;17:51:53;08:54:40
1004;12/07/2019;08:00:36;12:32:14;13:33:14;17:17:18;08:15:42
1005;12/07/2019;08:12:12;12:00:40;13:45:58;17:55:55;07:58:25
1006;12/07/2019;08:16:38;12:58:38;13:24:56;17:09:45;08:26:49
1007;12/07/2019;08:55:06;12:17:48;13:25:38;17:59:12;07:56:16
1008;12/07/2019;08:29:52;12:59:45;13:16:33;17:32:08;08:45:28
1009;12/07/2019;08:45:40;12:20:23;13:04:34;17:42:38;08:12:47
1010;12/07/2019;08:25:37;12:00:45;13:44:57;17:58:54;07:49:05
1011;12/07/2019;08:00:18;12:13:32;13:12:56;17:52:18;08:52:36
1012;12/07/2019;08:25:54;12:08:05;13:15:26;17:24:51;07:51:36
1013;12/07/2019;08:05:34;12:51:05;13:43:08;17:24:57;08:27:20
1014;12/07/2019;08:12:51;12:31:50;13:32:12;17:39:00;08:25:47
1015;12/07/2019;08:24:46;12:48:35;13:54:47;17:39:32;08:08:34
1016;12/07/2019;08:35:57;12:42:16;13:14:40;17:59:48;08:51:27
1017;12/07/2019;08:49:22;12:16:02;13:36:23;17:30:26;07:20:43
1018;12/07/2019;08:23:26;12:12:27;13:21:16;17:08:53;07:36:38
1019;12/07/2019;08:42:59;12:35:58;13:20:47;17:02:23;07:34:35
1020;12/07/2019;08:43:23;12:16:47;13:24:54;17:41:50;07:50:20
1021;12/07/2019;08:50:31;12:24:18;13:17:22;17:10:15;07:26:40
1022;12/07/2019;08:16:33;12:11:46;13:23:14;17:40:25;08:12:24
1023;12/07/2019;08:33:48;12:21:03;13:20:29;17:14:05;07:40:51
1024;12/07/2019;08:28:08;12:47:52;13:31:57;17:22:48;08:10:35
1025;12/07/2019;08:48:43;12:00:42;13:02:11;17:57:40;08:07:28
1026;12/07/2019;08:07:18;12:52:21;13:49:25;17:48:14;08:43:52
1027;12/07/2019;08:43:11;12:55:02;13:18:49;17:25:50;08:18:52
1028;12/07/2019;08:20:57;12:40:02;13:44:38;17:31:00;08:05:27
1029;12/07/2019;08:45:14;12:05:55;13:58:04;17:32:03;06:54:40
1030;12/07/2019;08:03:54;12:22:44;13:40:23;17:13:35;07:52:02
1031;12/07/2019;08:58:29;12:33:32;13:53:30;17:09:16;06:50:49
1032;12/07/2019;08:35:48;12:33:47;13:58:33;17:16:37;07:16:03
1033;12/07/2019;08:50:23;12:46:44;13:25:53;17:27:41;07:58:09
1034;12/07/2019;08:05:00;12:31:23;13:52:25;17:09:32;07:43:30
1035;12/07/2019;08:16:13;12:19:28;13:47:41;17:31:54;07:47:28
1036;12/07/2019;08:15:09;12:15:41;13:32:19;17:16:21;07:44:34
1037;12/07/2019;08:45:19;12:32:25;13:26:49;17:14:57;07:35:14
1038;12/07/2019;08:52:39;12:47:37;13:25:50;17:07:55;07:37:03
1039;12/07/2019;08:40:29;12:25:37;13:00:14;17:11:32;07:56:26
1040;12/07/2019;08:24:46;12:06:05;13:54:03;17:04:17;06:51:33
1041;12/07/2019;08:53:33;12:15:01;13:11:52;17:26:02;07:35:38
1042;12/07/2019;08:20:05;12:10:14;13:49:07;17:30:43;07:31:45
1043;12/07/2019;08:27:40;12:49:11;13:13:19;17:22:20;08:30:32
1044;12/07/2019;08:58:17;12:09:48;13:16:55;17:55:55;07:50:31
1045;12/07/2019;08:04:11;12:11:36;13:47:02;17:23:13;07:43:36
1046;12/07/2019;08:52:11;12:41:27;13:20:38;17:18:23;07:47:01
1047;12/07/2019;08:42:13;12:43:08;13:39:47;17:31:44;07:52:52
1048;12/07/2019;08:48:02;12:00:42;13:52:26;17:14:18;06:34:32
1049;12/07/2019;08:20:19;12:45:46;13:18:22;17:47:40;08:54:45
1050;12/07/2019;08:48:15;12:08:45;13:52:00;17:02:02;06:30:32
1051;12/07/2019;08:52:44;12:18:52;13:47:14;17:01:04;06:39:58
1052;12/07/2019;08:55:50;12:35:19;13:37:01;17:57:32;08:00:00
1053;12/07/2019;08:35:14;12:17:52;13:34:41;17:03:08;07:11:05
1054;12/07/2019;08:15:16;12:20:15;13:34:26;17:21:14;07:51:47
1055;12/07/2019;08:34:09;12:36:44;13:02:09;17:34:01;08:34:27
1056;12/07/2019;08:12:15;12:15:41;13:54:06;17:24:26;07:33:46
1057;12/07/2019;08:12:35;12:14:02;13:39:25;17:27:29;07:49:31
1058;12/07/2019;08:19:14;12:06:34;13:10:09;17:37:06;08:14:17
1059;12/07/2019;08:48:53;12:21:08;13:58:05;17:14:13;06:48:23
1060;12/07/2019;08:54:40;12:27:52;13:01:56;17:00:18;07:31:34
1061;12/07/2019;08:00:54;12:52:03;13:48:05;17:53:35;08:56:39
1062;12/07/2019;08:41:38;12:24:16;13:27:21;17:15:27;07:30:44
1063;12/07/2019;08:11:38;12:39:10;13:45:34;17:11:31;07:53:29
1064;12/07/2019;08:21:03;12:40:50;13:09:38;17:18:02;08:28:11
1065;12/07/2019;08:08:11;12:36:33;13:25:23;17:30:59;08:33:58
1066;12/07/2019;08:49:52;12:12:18;13:40:10;17:02:57;06:45:13
1067;12/07/2019;08:32:29;12:29:01;13:50:33;17:16:00;07:21:59
1068;12/07/2019;08:18:41;12:58:57;13:37:44;17:55:13;08:57:45
1069;12/07/2019;08:36:58;12:15:54;13:29:34;17:37:38;07:47:00
1070;12/07/2019;08:54:46;12:05:09;13:34:59;17:40:02;07:15:26
1071;12/07/2019;08:52:23;12:04:28;13:16:58;17:44:02;07:39:09
1072;12/07/2019;08:15:35;12:36:25;13:12:56;17:59:40;09:07:34
1073;12/07/2019;08:32:37;12:28:54;13:02:48;17:58:54;08:52:23
1074;12/07/2019;08:38:26;12:28:10;13:06:21;17:44:34;08:27:57
1075;12/07/2019;08:41:20;12:06:11;13:02:47;17:25:29;07:47:33
1076;12/07/2019;08:17:42;12:11:57;13:51:46;17:25:12;07:27:41
1077;12/07/2019;08:01:32;12:59:24;13:16:39;17:31:33;09:12:46
1078;12/07/2019;08:58:04;12:21:19;13:45:09;17:54:02;07:32:08
1079;12/07/2019;08:16:58;12:15:30;13:50:10;17:16:04;07:24:26
1080;12/07/2019;08:36:32;12:21:31;13:54:20;17:31:10;07:21:49
1081;12/07/2019;08:56:20;12:24:21;13:23:17;17:04:12;07:08:56
1082;12/07/2019;08:21:23;12:54:59;13:27:15;17:45:24;08:51:45
1083;12/07/2019;08:20:11;12:45:42;13:45:02;17:38:22;08:18:51
1084;12/07/2019;08:01:11;12:48:51;13:45:46;17:11:14;08:13:08
1085;12/07/2019;08:31:21;12:54:55;13:37:23;17:49:40;08:35:51
1086;12/07/2019;08:59:11;12:36:05;13:27:06;17:35:57;07:45:45
1087;12/07/2019;08:17:03;12:13:13;13:43:54;17:17:19;07:29:35
1088;12/07/2019;08:16:59;12:26:52;13:23:15;17:48:52;08:35:30
1089;12/07/2019;08:50:21;12:30:53;13:35:26;17:21:19;07:26:25
1090;12/07/2019;08:25:14;12:18:45;13:16:02;17:23:39;08:01:08
1091;12/07/2019;08:32:36;12:52:28;13:53:17;17:21:31;07:48:06
1092;12/07/2019;08:01:31;12:08:23;13:56:04;17:19:52;07:30:40
1093;12/07/2019;08:57:41;12:20:48;13:15:26;17:19:00;07:26:41
1094;12/07/2019;08:02:12;12:23:02;13:53:23;17:55:43;08:23:10
1095;12/07/2019;08:21:41;12:43:21;13:55:46;17:30:42;07:56:36
1096;12/07/2019;08:51:44;12:51:53;13:16:47;17:06:15;07:49:37
1097;12/07/2019;08:36:20;12:01:12;13:14:13;17:31:03;07:41:42
1098;12/07/2019;08:19:08;12:47:49;13:59:28;17:38:54;08:08:07
1099;12/07/2019;08:28:58;12:09:28;13:37:55;17:50:55;07:53:30
1000;15/07/2019;08:23:07;12:14:38;13:19:11;17:05:25;07:37:45
1001;15/07/2019;08:29:25;12:42:39;13:39:08;17:09:34;07:43:40
1002;15/07/2019;08:45:29;12:31:05;13:09:27;17:46:27;08:22:36
1003;15/07/2019;08:56:33;12:02:02;13:02:26;17:57:29;08:00:32
1004;15/07/2019;08:28:46;12:47:56;13:54:18;17:03:57;07:28:49
1005;15/07/2019;08:04:12;12:01:18;13:00:28;17:16:40;08:13:18
1006;15/07/2019;08:33:40;12:46:11;13:30:45;17:09:19;07:51:05
1007;15/07/2019;08:37:58;12:39:19;13:06:47;17:22:07;08:16:41
1008;15/07/2019;08:06:21;12:58:04;13:24:52;17:38:03;09:04:54
1009;15/07/2019;08:38:57;12:20:59;13:45:47;17:31:25;07:27:40
1010;15/07/2019;08:26:19;12:55:44;13:51:18;17:42:23;08:20:30
1011;15/07/2019;08:50:24;12:01:35;13:14:01;17:41:08;07:38:18
1012;15/07/2019;08:33:32;12:04:36;13:47:22;17:52:16;07:35:58
1013;15/07/2019;08:07:20;12:56:28;13:45:54;17:22:23;08:25:37
1014;15/07/2019;08:32:09;12:05:54;13:40:04;17:05:49;06:59:30
1015;15/07/2019;08:14:50;12:47:42;13:20:34;17:11:48;08:24:06
1016;15/07/2019;08:09:08;12:28:32;13:46:34;17:56:33;08:29:23
1017;15/07/2019;08:01:44;12:30:37;13:47:55;17:43:24;08:24:22
1018;15/07/2019;08:22:32;12:59:25;13:16:09;17:13:41;08:34:25
1019;15/07/2019;08:04:13;12:54:14;13:54:12;17:45:07;08:40:56
1020;15/07/2019;08:25:01;12:22:50;13:04:57;17:32:59;08:25:51
1021;15/07/2019;08:23:03;12:11:32;13:39:56;17:33:21;07:41:54
1022;15/07/2019;08:42:17;12:19:43;13:15:44;17:24:36;07:46:18
1023;15/07/2019;08:13:14;12:44:57;13:48:19;17:55:07;08:38:31
1024;15/07/2019;08:19:36;12:02:54;13:14:34;17:35:12;08:03:56
1025;15/07/2019;08:27:50;12:31:01;13:43:54;17:08:11;07:27:28
1026;15/07/2019;08:40:46;12:52:43;13:43:08;17:30:24;07:59:13
1027;15/07/2019;08:25:09;12:17:10;13:06:50;17:35:38;08:20:49
1028;15/07/2019;08:02:45;12:37:08;13:23:32;17:33:47;08:44:38
1029;15/07/2019;08:44:19;12:45:59;13:27:57;17:08:36;07:42:19
1030;15/07/2019;08:52:49;12:21:24;13:57:49;17:51:23;07:22:09
1031;15/07/2019;08:21:47;12:03:41;13:08:36;17:44:34;08:17:52
1032;15/07/2019;08:28:41;12:37:41;13:29:07;17:45:28;08:25:21
1033;15/07/2019;08:06:59;12:14:14;13:14:22;17:34:05;08:26:58
1034;15/07/2019;08:43:18;12:48:43;13:40:50;17:56:37;08:21:12
1035;15/07/2019;08:13:19;12:28:32;13:06:49;17:39:32;08:47:56
1036;15/07/2019;08:01:01;12:17:08;13:36:37;17:38:48;08:18:18
1037;15/07/2019;08:56:12;12:43:17;13:28:49;17:47:36;08:05:52
1038;15/07/2019;08:46:24;12:15:28;13:49:15;17:15:45;06:55:34
1039;15/07/2019;08:19:57;12:22:05;13:22:16;17:14:12;07:54:04
1040;15/07/2019;08:58:42;12:18:43;13:21:29;17:18:56;07:17:28
1041;15/07/2019;08:27:52;12:45:59;13:21:30;17:40:38;08:37:15
